DocName,Author_original,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Wikidata ID,sex or gender,country of citizenship,ethnic group,field of work,occupation,position held,religion or worldview,"languages spoken, written or signed",movement,member of,Number of authors,Date,Title,Pages,Source
K030166.000,"Jephson, Robert, 1736-1803.",Robert Jephson,,,,,,Q3435536,male,Republic of Ireland,,,"writer, playwright, politician",Member of Parliament in the Parliament of Ireland,,,,,1,1794,"Roman portraits, a poem, in heroic verse; with historical remarks and illustrations: by Robert Jephson, Esquire",331,ECCO-TCP
K030365.000,"Bentley, R. (Richard), 1708-1782.",Richard Bentley,,,,,,Q18194767,male,Great Britain,,,"translator, illustrator",,,English,,Middle Temple,1,1788,"The airs, duetts, trios and chorusses, &c. in The prophet: a comic opera, in three acts; performed at the Theater Royal, Covent Garden.",24,ECCO-TCP
K030406.000,"Thomson, James, 1700-1748.; Mallet, David, 1705?-1765.",James Thomson,"Mallet, David, 1705?-1765.",,,,,Q555029,male,Great Britain,Scottish people,,"writer, poet",,,English,,,2,1740,"Alfred: a masque: Represented before Their Royal Highnesses the Prince and Princess of Wales, at Cliffden, on the first of August, 1740.",42,ECCO-TCP
K030407.000,"Home, John, 1722-1808.",John Home,,,,,,Q11685204,male,Scotland,,,"playwright, historian, Christian minister, poet, writer",,,English,,,1,1777,"Alfred. A tragedy. As performed at the Theater Royal, in Covent Garden",71,ECCO-TCP
K030424.000,"Murphy, Arthur, 1727-1805.",Arthur Murphy,,,,,,Q2865268,male,Republic of Ireland,,,"biographer, barrister",,,English,,,1,1761,All in the wrong: A comedy. As it is acted at the Theater Royal in Drury Lane. By Mr. Murphy.,111,ECCO-TCP
K030458.000,"Lee, Sophia, 1750-1824.",Sophia Lee,,,,,,Q745244,female,United Kingdom of Great Britain and Ireland,,,"author, novelist, writer, playwright",,,English,,,1,1796,"Almeyda, Queen of Granada: A tragedy, in five acts. By Sophia Lee. As performed at the Theater Royal, Drury Lane.",70,ECCO-TCP
K030481.000,"Murphy, Arthur, 1727-1805.",Arthur Murphy,,,,,,Q2865268,male,Republic of Ireland,,,"biographer, barrister",,,English,,,1,1773,Alzuma: a tragedy. As performed at the Theater Royal in Covent Garden.,79,ECCO-TCP
K030489.000,"More, Hannah, 1745-1833.",Hannah More,,,,,,Q25880,female,"United Kingdom of Great Britain and Ireland, Great Britain",,"poetry, essay","writer, poet, essayist, philanthropist, abolitionist, playwright, tragedy writer",,Anglicanism,English,,Blue Stockings Society,1,1796,"The bad bargain: or, the world set up to sale.",7,ECCO-TCP
K030547.000,"Cumberland, Richard, 1732-1811.",Richard Cumberland,,,,,,Q1439360,male,United Kingdom of Great Britain and Ireland,,,"writer, playwright, novelist, essayist",,,English,,,1,1778,"The battle of Hastings: a tragedy. By Richard Cumberland, Esquire; As it is acted at the Theater Royal in Drury Lane.",96,ECCO-TCP
K030565.001,"Burke, Edmund, 1729-1797.",Edmund Burke,,,,,,Q165792,male,Kingdom of Ireland,,,"politician, philosopher, writer","Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,English,"liberal conservatism, counter-revolutionary",,1,1798,"The beauties of the late Right Hon. Edmund Burke, selected from the writings, &c. of that extraordinary man, ... To which is prefixed, a sketch of the life, with some original anecdotes of Mr. Burke. In two volumes.",316,ECCO-TCP
K030565.002,"Burke, Edmund, 1729-1797.",Edmund Burke,,,,,,Q165792,male,Kingdom of Ireland,,,"politician, philosopher, writer","Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,English,"liberal conservatism, counter-revolutionary",,1,1798,"The beauties of the late Right Hon. Edmund Burke, selected from the writings, &c. of that extraordinary man, ... To which is prefixed, a sketch of the life, with some original anecdotes of Mr. Burke. In two volumes.",337,ECCO-TCP
K030629.000,"More, Hannah, 1745-1833.",Hannah More,,,,,,Q25880,female,"United Kingdom of Great Britain and Ireland, Great Britain",,"poetry, essay","writer, poet, essayist, philanthropist, abolitionist, playwright, tragedy writer",,Anglicanism,English,,Blue Stockings Society,1,1795,"Betty Brown, the St. Giles's orange girl:",15,ECCO-TCP
K030667.000,N/A,N/A,,,,,,,,,,,,,,,,,1,1785,Bill of health,8,ECCO-TCP
K030677.000,"Griffith, Mrs. (Elizabeth), 1720?-1793.",Elizabeth Griffith,,,,,,Q1331217,female,"Republic of Ireland, Wales",,essay,"stage actor, writer, essayist",,,English,,,1,1764,Amana. A dramatic poem. By a lady,65,ECCO-TCP
K030714.000,"Berkeley, George, 1685-1753.",George Berkeley,,,,,,Q82049,male,Kingdom of Ireland,,"philosophy, theology, education, epistemology, metaphysics, philosophy of science, calculus, Immaterialism","philosopher, Anglican priest, writer, epistemologist, philosopher of science, metaphysician, Christian minister","Bishop of Cloyne, Dean of Derry, Dean of Dromore","Anglicanism, Episcopal Church","Latin, French, English","empiricism, Immaterialism",,1,1734,"The analyst: or, a discourse addressed to an infidel mathematician. Wherein it is examined whether the object, ... and inferences of the modern analysis are more distinctly conceived, or more evidently deduced, than religious mysteries ... By the author of The minute philosopher.",104,ECCO-TCP
K030743.000,"Whiston, William, 1667-1752.",William Whiston,,,,,,Q452091,male,Great Britain,,mathematician,"mathematician, physicist, historian, university teacher, philosopher, theologian",,,English,,,1,1711,"Animadversions on a late pamphlet, entitled, The new Arian reproved",8,ECCO-TCP
K030744.000,"Kirkland, Thomas, 1722-1798.","Kirkland, Thomas, 1722-1798.",,,,,,,,,,,,,,,,,1,1774,"Animadversions on a late treatise on the kink-cough. To which is annexed, An essay on that disorder",65,ECCO-TCP
K030760.000,"Wallis, George, 1740-1802.",George Wallis,,,,,,Q18527653,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"physician, writer",,,,,,1,1790,"Annual oration, delivered March 8th, 1790, before the Medical Society,",63,ECCO-TCP
K030889.000,"Thomson, James, 1700-1748.",James Thomson,,,,,,Q555029,male,Great Britain,Scottish people,,"writer, poet",,,English,,,1,1735,"Ancient and modern Italy compared: being the first part of Liberty, a poem. By Mr. Thomson; Liberty, a poem.",34,ECCO-TCP
K030916.000,"Churchill, Charles, 1731-1764.",Charles Churchill,,,,,,Q1063958,male,Great Britain,,,"poet, writer",,,English,,,1,1761,The apology: Addressed to the critical reviewers. By C. Churchill.,22,ECCO-TCP
K030979.000,"Inchbald, Mrs., 1753-1821.",Elizabeth Inchbald,,,,,,Q469974,female,United Kingdom of Great Britain and Ireland,,,"actor, novelist, playwright, writer, stage actor",,,English,,,1,1785,"Appearance is against them: A farce, in two acts, as it is acted at the Theater Royal, Covent Garden.",53,ECCO-TCP
K030987.000,"Arbuthnot, John, 1667-1735.",John Arbuthnot,,,,,,Q435816,male,Great Britain,,,"mathematician, writer, composer, physician",,,English,,"Royal Society, Royal College of Physicians",1,1712,"An appendix to John Bull still in his senses: or, Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and published, (as well as the three former parts) by the author of the New Atalantis.",23,ECCO-TCP
K030992.000,"Arbuthnot, John, 1667-1735.",John Arbuthnot,,,,,,Q435816,male,Great Britain,,,"mathematician, writer, composer, physician",,,English,,"Royal Society, Royal College of Physicians",1,1714,An appendix to the history of the Crown-Inn: with a key to the whole,15,ECCO-TCP
K030995.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1772,"An appendix to the Representation: (printed in the year 1769,) of the injustice and dangerous tendency of tolerating slavery, or of admitting the least claim of private property in the persons of men in England. By Granville Sharp.",28,ECCO-TCP
K031002.000,"More, Hannah, 1745-1833.",Hannah More,,,,,,Q25880,female,"United Kingdom of Great Britain and Ireland, Great Britain",,"poetry, essay","writer, poet, essayist, philanthropist, abolitionist, playwright, tragedy writer",,Anglicanism,English,,Blue Stockings Society,1,1796,"The apprentice turned master: or, the second part of the two shoemakers. ...; Two shoemakers.",16,ECCO-TCP
K031003.000,"More, Hannah, 1745-1833.",Hannah More,,,,,,Q25880,female,"United Kingdom of Great Britain and Ireland, Great Britain",,"poetry, essay","writer, poet, essayist, philanthropist, abolitionist, playwright, tragedy writer",,Anglicanism,English,,Blue Stockings Society,1,1795,"The apprentice's monitor; or, indentures in verse, showing what they are bound to do",1,ECCO-TCP
K031010.000,"Lloyd, Robert, 1733-1764.",Robert Lloyd,,,,,,Q7346962,male,Great Britain,,,poet,,,English,,,1,1761,"Arcadia; or, the shepherd's wedding: A dramatic pastoral. As it is performed at the Theater Royal in Drury Lane. The music composed by Mr. Stanley.",17,ECCO-TCP
K031107.000,"Garrick, David, 1717-1779.",David Garrick,,,,,,Q222390,male,Great Britain,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",,,English,,,1,1784,"Arthur and Emmeline: A dramatic entertainment, in two acts, taken from the masque of King Arthur, by Dryden. And now performed at the Theater Royal in Drury Lane, with variety of scenes and machinery. ...; King Arthur or the British worthy",38,ECCO-TCP
K031144.000,"Cibber, Theophilus, 1703-1758.",Theophilus Cibber,,,,,,Q716962,male,United Kingdom,,,stage actor,,,English,,,1,1745,"The association: or, liberty and loyalty. Verses occasioned by the present unnatural rebellion. By Theophilus Cibber",8,ECCO-TCP
K031187.000,"Whitehead, William, 1715-1785.",William Whitehead,,,,,,Q921241,male,"Great Britain, United Kingdom",,,"poet, playwright, writer",Poet Laureate of the United Kingdom,,English,,,1,1743,"Atys and Adrastus: a tale in the manner of Dryden's fables. By Mr. William Whitehead, ...",19,ECCO-TCP
K031188.000,"Chatterton, Thomas, 1752-1770.",Thomas Chatterton,,,,,,Q380509,male,Great Britain,English people,,"poet, writer",,,English,,,1,1770,"The auction a poem: a familiar epistle to a friend, ...",47,ECCO-TCP
K031233.000,"More, Hannah, 1745-1833.",Hannah More,,,,,,Q25880,female,"United Kingdom of Great Britain and Ireland, Great Britain",,"poetry, essay","writer, poet, essayist, philanthropist, abolitionist, playwright, tragedy writer",,Anglicanism,English,,Blue Stockings Society,1,1789,Bishop Bonner's ghost,6,ECCO-TCP
K031299.000,"Glover, Richard, 1712-1785.",Richard Glover,,,,,,Q337600,male,Great Britain,English people,,"writer, politician, poet",Member of the 12th Parliament of Great Britain,,English,,,1,1753,Boadicia: A tragedy. As it is acted at the Theater Royal in Drury Lane. By Mr. Glover.,72,ECCO-TCP
K031892.000,"Centlivre, Susanna, 1667?-1723.",Susanna Centlivre,,,,,,Q931103,female,Great Britain,,,"poet, playwright, writer, actor",,,English,,,1,1724,A bold stroke for a wife: a comedy ; as it is acted at the Theater Royal in Lincoln's-Inn-Fields. By the author of The busie-body ...,84,ECCO-TCP
K032003.000,"Brown, Joseph, fl. 1700-1721.","Brown, Joseph, fl. 1700-1721.",,,,,,,,,,,,,,,,,1,1721,"Antidotaria; or, a collection of antidotes against the plague, and other malignant diseases. Together, with some decent and useful remarks, on the late Pharmacopeia Londinensis, ... By Joseph Brown, L.L.M.D",38,ECCO-TCP
K032054.000,"Theobald, John, d. 1760.","Theobald, John, d. 1760.",,,,,,,,,,,,,,,,,1,1764,"Every man his own physician: Being, a complete collection of efficacious and approved remedies, for every disease incident to the human body. With plain instructions for their common use. Necessary to be had in all families, particularly those residing in the country. By John Theobald, M.D. ...",57,ECCO-TCP
K032057.000,"Moore, James Carrick, 1763-1834.",James Carrick Moore,,,,,,Q53047056,male,,,,,,,,,,1,1784,"A method of preventing or diminishing pain in several operations of surgery. By James Moore,",53,ECCO-TCP
K032080.001,"Donovan, E. (Edward), 1768-1837.",Edward Donovan,,,,,,Q2501443,male,Republic of Ireland,,zoology,"writer, zoologist, ornithologist, lepidopterist, illustrator",,,English,,Linnean Society of London,1,1803,"The natural history of British shells: ... By E. Donovan, ...",138,ECCO-TCP
K032080.002,"Donovan, E. (Edward), 1768-1837.",Edward Donovan,,,,,,Q2501443,male,Republic of Ireland,,zoology,"writer, zoologist, ornithologist, lepidopterist, illustrator",,,English,,Linnean Society of London,1,1803,"The natural history of British shells: ... By E. Donovan, ...",128,ECCO-TCP
K032080.003,"Donovan, E. (Edward), 1768-1837.",Edward Donovan,,,,,,Q2501443,male,Republic of Ireland,,zoology,"writer, zoologist, ornithologist, lepidopterist, illustrator",,,English,,Linnean Society of London,1,1803,"The natural history of British shells: ... By E. Donovan, ...",114,ECCO-TCP
K032080.004,"Donovan, E. (Edward), 1768-1837.",Edward Donovan,,,,,,Q2501443,male,Republic of Ireland,,zoology,"writer, zoologist, ornithologist, lepidopterist, illustrator",,,English,,Linnean Society of London,1,1803,"The natural history of British shells: ... By E. Donovan, ...",119,ECCO-TCP
K032080.005,"Donovan, E. (Edward), 1768-1837.",Edward Donovan,,,,,,Q2501443,male,Republic of Ireland,,zoology,"writer, zoologist, ornithologist, lepidopterist, illustrator",,,English,,Linnean Society of London,1,1803,"The natural history of British shells: ... By E. Donovan, ...",125,ECCO-TCP
K032085.000,"White, Charles, 1728-1813.",Charles White,,,,,,Q2083433,male,United Kingdom of Great Britain and Ireland,,,"physician, surgeon",,,English,,Royal Society,1,1762,"A particular narrative of what has happened relative to a paper published in the 51st vol. of the Philosophical transactions, entitled, An account of a remarkable operation on a broken arm, &c. In which the principal facts are proved by evidence. By Charles White,",51,ECCO-TCP
K032087.000,"Rowley, William, 1742-1806.",William Rowley,,,,,,Q18811402,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"surgeon, midwife",,,English,,,1,1779,"Seventy four select cases: with the manner of cure, and the preparation of the remedies, in the following diseases. I. The schirrus, cancer, and ulcers of the breast and womb. II. Scrophulous swellings ... By William Rowley, M.D.",75,ECCO-TCP
K032221.000,"Jones, John Gale, 1769-1838.",John Gale Jones,,,,,,Q6234718,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,activist,,,,,,1,1794,"Observations on the tussis convulsiva: or hooping cough, as read at the Lyceum Medicum Londinense. ... By John Gale Jones.",34,ECCO-TCP
K032282.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1782,The claims of the people of England.,15,ECCO-TCP
K032302.000,"Centlivre, Susanna, 1667?-1723.",Susanna Centlivre,,,,,,Q931103,female,Great Britain,,,"poet, playwright, writer, actor",,,English,,,1,1711,"Mar-plot: or, the second part of The busie-body. A comedy. As it is acted at the Theater Royal in Drury Lane, by Her Majesty's servants. Written by Mrs. Susanna Centlivre.",70,ECCO-TCP
