TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance,total_ngrams,discrete_ngrams,ngram_variance,principles
K008928.000,,,,Free,"Theobald, John, d. 1760.",,,,,,,,,,,,,,,,,,,,,,male,,,"Theobald, John, d. 1760.",,,,,,"Theobald, John, d. 1760.",1.0,1764.0,"The young wife's guide, in the management of her children: Containing, every thing necessary to be known relative to the nursing of children, ... By John Theobald, M.D. ...",,53.0,,10208,2008,0.19670846394984326,10207,6892,0.6752228862545312,0
K008947.000,,,,Free,Hugh Kelly,,,,,,,,15298.0,,,,,,,,,"poet, playwright, editor",,,,,male,,,Hugh Kelly,,,,,,"Kelly, Hugh, 1739-1777.",1.0,1766.0,"Thespis: or, a critical examination into the merits of all the principal performers belonging to Drury Lane Theater",,53.0,,6533,1952,0.2987907546303383,6532,5650,0.8649724433557869,3
K009299.000,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1716.0,The conduct of some people: about pleading guilty. With some reasons why it was not thought proper to show mercy to some who desired it.,,35.0,,7657,1335,0.17435026772887555,7656,5313,0.6939655172413793,11
K009363.000,,,,Free,David Hume,philosophy,"empiricism, naturalism, philosophical skepticism, Age of Enlightenment",,,"An Enquiry Concerning Human Understanding, An Enquiry Concerning the Principles of Morals, The History of England, A Treatise of Human Nature","George Berkeley, John Locke",32350,14141.0,,,Great Britain,,,Painting of David Hume.jpg,Royal Society of Edinburgh,,"philosopher, economist, librarian, historian, essayist, writer",Old Calton Cemetery,,,agnosticism,male,,,David Hume,,,,,,"Hume, David, 1711-1776.",1.0,1740.0,"An abstract of a book lately published; entitled, A treatise of human nature, &c. Wherein the chief argument of that book is farther illustrated and explained; Treatise of human nature.",,31.0,,6440,1203,0.18680124223602484,6439,4440,0.6895480664699487,12
K009421.000,,,,Free,Ann Radcliffe,,,,,,,172296,22974.0,441e88b6-b43c-4d7f-8fcc-d25c96ccac76,asthma,"Great Britain, United Kingdom of Great Britain and Ireland",,,Ann Radcliffe.jpg,,,"writer, novelist",St George's Hanover Square Church,,,,female,William Radcliffe,,Ann Radcliffe,,,,,,"Radcliffe, Ann Ward, 1764-1823.",1.0,1789.0,The castles of Athlin and Dunbayne: A Highland story.,,294.0,,44566,5122,0.11493066463223085,44565,25364,0.569146190957029,4
K009425.000,,,,Free,David Hartley,,,,,,,141974,12494.0,,,Great Britain,,,"Portrait of D. Hartley, 17thC Wellcome L0002618.jpg",Royal Society,,"psychologist, philosopher, physician",,,,Anglicanism,male,,,David Hartley,,,,,,"Hartley, David, 1705-1757.",1.0,1738.0,"An account of the contribution for making Mrs. Stephens's medicines public; with some reasons for it, and answers to the most remarkable objections made against it",,4.0,,4253,918,0.21584763696214437,4252,2969,0.6982596425211665,2
K009548.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,Black Giles the poacher: with some account of a family who had rather live by their wits than their work. Part I.; Black Giles the poacher.,,15.0,,4157,1198,0.28818859754630743,4156,3461,0.832771896053898,1
K009614.000,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, attributed name. 1661?-1731,",1.0,1715.0,Burnet and Bradbury: or the confederacy of the press and the pulpit for the blood of the last ministry.,,34.0,,6320,1358,0.214873417721519,6319,4591,0.7265390093369204,4
K009637.000,,,,Free,Henry Carey,,baroque music,,,,,131851,4651.0,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1.0,1730.0,"Blundrella: [sic]: or, the impertinent. A tale. To which is added The beau monde, or, the pleasures of St. James's. A new ballad. ...",,12.0,,1520,679,0.44671052631578945,1519,1373,0.9038841342988808,0
K009642.000,,,,Free,Susanna Centlivre,,,,,A Bold Stroke for a Wife,,132330,4994.0,d42ff2fb-df39-42c5-bc22-17b42ad853f9,,Great Britain,,,Susanna Centlivre.jpg,,,"poet, playwright, writer, actor",,,,,female,,,Susanna Centlivre,,,,,,"Centlivre, Susanna, 1667?-1723.",1.0,1709.0,"The busy body: a comedy. As it is acted at the Theater Royal in Drury Lane, by Her Majesty's servants. Written by Mrs. Susanna Centlivre.",,79.0,,23838,3223,0.13520429566238779,23837,14957,0.627469899735705,1
K009650.000,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,Giovanni Paolo Marana,,,,,"Defoe, Daniel, 1661?-1731.; Marana, Giovanni Paolo, 1642-1693.",2.0,1718.0,"A continuation of Letters written by a Turkish spy at Paris: Giving an impartial account to the divan at Constantinople of the most remarkable transactions of Europe, ... continued from the year 1687, to the year 1693. Written originally in Arabic, translated into Italian, and from thence into English.",,322.0,,82577,7619,0.0922654007774562,82576,41974,0.5083074985467932,33
K009653.000,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1714.0,A continuation of the history of the Crown-Inn: with characters of some of the late servants; and the proceeding of the trustees to the coming of the new landlord. Part II.; Postscript to John Bull.,,18.0,,3323,1014,0.30514595245260306,3322,2719,0.8184828416616496,2
K009674.000,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1719.0,"A brief state of the question between the printed and painted callicoes: and the woollen and silk manufacture, as far as it relates to the wearing and using of printed and painted callicoes in Great Britain.",,51.0,,7927,1554,0.1960388545477482,7926,5473,0.6905122382033813,3
K009746.000,,,,Free,James Macpherson,,,,,,,,17728.0,,,"Great Britain, United Kingdom",,Scottish people,James Macpherson by George Romney.jpg,,,"poet, writer, politician",,,"Member of Parliament in the Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,male,,,James Macpherson,,,,,,"Macpherson, James, 1736-1796.",1.0,1762.0,"The battle of Lora: A poem. With some fragments written in the Erse, or Irish language, by Ossian, the son of Fingal. Translated into English verse by Mr. Derrick.",,28.0,,5742,1727,0.3007662835249042,5741,4998,0.8705800383208501,0
K009952.000,,,,Free,John Home,,,,,,,147866,13646.0,,,Scotland,,,John Home by Sir Henry Raeburn.jpg,,,"playwright, historian, minister, poet",,,,,male,,,John Home,,,,,,"Home, John, 1722-1808.",1.0,1758.0,Agis: a tragedy. As it is acted at the Theater Royal in Drury Lane.,,76.0,,14271,2697,0.18898465419381963,14270,11061,0.7751226348983882,1
K009959.000,,,,Free,Daniel Defoe,,,,,"Robinson Crusoe, Moll Flanders, A Journal of the Plague Year",,24826,7421.0,,,"Kingdom of England, Great Britain",,English people,Daniel Defoe Kneller Style.jpg,,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist",Bunhill Fields,,,,male,Mary Tuffley,,Daniel Defoe,,,,,,"Defoe, Daniel, 1661?-1731.",1.0,1711.0,"The British visions: or, Isaac Bickerstaff, Sen. Being twelve prophesies for the year 1711. Entered into the hall-book of the Company of Stationers.",,15.0,,4593,1236,0.2691051600261267,4592,3658,0.796602787456446,0
K010090.000,,,,Free,Thomas Henry,,,,,,,,12978.0,,,Wales,,,Thomas Henry (1734-1816).jpg,Royal Society,,"chemist, pharmacist, surgeon",,,,,male,,,Thomas Henry,,,,,,"Henry, Thomas, 1734-1816.",1.0,1775.0,"An account of the medicinal virtues of magnesia alba: more particularly of calcined magnesia; ... By Thomas Henry, ...",,30.0,,6012,1520,0.2528276779773786,6011,4488,0.7466311761770088,1
K010695.000,,,,Free,Hugh Blair,,,,,,,84996,2563.0,,,Great Britain,University of Edinburgh,,Hugh Blair.jpg,Royal Society of Edinburgh,,"philosopher, literary critic",Greyfriars Kirkyard,,,Presbyterianism,male,,,Hugh Blair,,,,,,"Blair, Hugh, 1718-1800.",1.0,1771.0,"Heads of the lectures on rhetoric, and belles lettres: in the University of Edinburgh, by Hugh Blair, D.D. 1771.",,44.0,,4008,1114,0.2779441117764471,4007,3080,0.7686548540054904,0
K010754.000,,,,Free,Thomas Boreman,,,,,,,,74217.0,,,Great Britain,,,,,,"publisher, businessperson",,,,,male,,,Thomas Boreman,,,,,,"Boreman, Thomas, fl. 1730-1743.",1.0,1742.0,"The history of Cajanus: the Swedish giant, from his birth to the present time. By the author of the Gigantick histories.",,126.0,,6853,1809,0.26397198307310665,6852,5304,0.7740805604203153,0
K010810.000,,,,Free,Sophia Lee,,,,,,,151376,16311.0,3d6ad458-404c-4cea-89cc-e7d30a3f629d,,United Kingdom of Great Britain and Ireland,,,Sophia Lee Ridley.jpg,,,"author, novelist, writer",,,,,female,,,Sophia Lee,,,,,,"Lee, Sophia, 1750-1824.",1.0,1787.0,"A hermit's tale: recorded by his own hand, and found in his cell.",,43.0,,3771,1499,0.3975072924953593,3770,3524,0.9347480106100796,0
K010899.000,,,,Free,George Psalmanazar,,,,,,,173225,22858.0,,,France,,,Psalmanazar.jpg,,,writer,,,,,male,,,George Psalmanazar,,,,,,"Psalmanazar, George, 1679?-1763.",1.0,1704.0,"An historical and geographical description of Formosa: an island subject to the Emperor of Japan. ... To which is prefixed, a preface in vindication of himself from the reflections of a Jesuit ... By George Psalmanaazaar, ... Illustrated with several cuts.",,353.0,,73857,6276,0.08497501929404119,73856,36730,0.4973191074523397,18
K010938.000,,,,Free,Arthur Murphy,,,,,,,39729,19569.0,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1.0,1772.0,The Grecian daughter: a tragedy: as it is acted at the Theater Royal in Drury Lane.,,82.0,,17293,3238,0.18724339328051812,17292,13216,0.7642840619939857,0
K011281.000,,,,Free,Charles Dibdin,,,,,,,25210,7585.0,77ef5827-0568-4523-8a04-9284f4aee0b4,,United Kingdom of Great Britain and Ireland,,English people,Charles Dibdin by Thomas Phillips.jpg,,,"singer-songwriter, playwright, composer, writer, stage actor, singer",Winchester Cathedral,,,,male,Anne Maria Wylde,Harriet Pitt,Charles Dibdin,,,,,,"Dibdin, Charles, 1745-1814.",1.0,1783.0,"The long odds: A serenata, in two acts.",,28.0,,5120,1511,0.2951171875,5119,4328,0.8454776323500683,0
K011382.000,,,,Free,"King, Thomas, 1730-1805.",,,,,,,,,,,,,,,,,,,,,,male,,,"King, Thomas, 1730-1805.",,,,,,"King, Thomas, 1730-1805.",1.0,1763.0,Love at first sight: a ballad farce: of two acts. As performed at the Theater Royal in Drury Lane.,,33.0,,7645,1671,0.21857423152387181,7644,5771,0.7549712192569336,0
K011519.000,,,,Free,Alexander Pope,,,,,"The Rape of the Lock, Messiah, Eloisa to Abelard, An Essay on Criticism",,42379,22526.0,00b799d0-0429-4481-b133-112f9f6e1fd6,tuberculosis,"Kingdom of England, Great Britain",,English people,Alexander Pope by Michael Dahl.jpg,,,"poet, literary historian, translator, writer",London,Tories,,Catholic Church,male,,,Alexander Pope,,,,,,"Pope, Alexander, 1688-1744.",1.0,1744.0,"The last will and testament of Alexander Pope: of Twickenham, Esquire; to which is added, an inscription wrote by himself.",,14.0,,1272,441,0.3466981132075472,1271,985,0.7749803304484658,0
K011545.000,,,,Free,Aaron Hill,,,,,,,"147054, 214969",13264.0,,,Great Britain,,,,,,"poet, playwright, essayist",,,,,male,,,Aaron Hill,,,,,,"Hill, Aaron, 1685-1750.",1.0,1718.0,The northern-star: A poem. Written by Mr. Hill.,,22.0,,6216,2054,0.3304375804375804,6215,5520,0.8881737731295254,0
K011654.000,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367.0,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,,,,,,"Sheridan, Richard Brinsley, 1751-1816.",1.0,1789.0,A letter to the most insolent man alive,,31.0,,3724,1382,0.3711063372717508,3723,3176,0.8530754767660489,1
K011684.000,,,,Free,Thomas Paine,,,,,Common Sense,,146195,21133.0,bd17e01a-3c4e-43da-8ca5-a68414f842a3,,"Great Britain, United States of America, Great Britain, Kingdom of France, Kingdom of France, French First Republic, United States of America",,English people,Thomas Paine.jpg,"American Philosophical Society, Pennsylvania Abolition Society",French,"philosopher, politician, writer, entrepreneur, journalist, prosaist, opinion journalist",New Rochelle,,member of the French National Assembly,deism,male,,,Thomas Paine,,,,,,"Pain, Thomas, 1737-1809.",1.0,1792.0,"A letter to Lord Onslow: as chairman of the meeting at Epsom, June 18, 1792, convened to address His Majesty on the late proclamation. By Thomas Pain.",,7.0,,1319,455,0.34495830174374525,1318,1036,0.7860394537177542,5
K011730.000,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1712.0,"A letter from the famous Sir Humphry Polesworth: author of the 1st, 2d and 3d part of John Bull in his senses: ... to the author of The examiner. Printed from a manuscript. ...",,7.0,,1579,650,0.4116529449018366,1578,1438,0.9112801013941698,0
K011766.000,,,,Free,Philanthropos.,,,,,,,,,,,,,,,,,,,,,,male,,,Philanthropos.,,,,,,Philanthropos.,1.0,1741.0,"Mr. Ward's practice of physic, as it relates to the public, impartially considered. In a letter to Thomas Carew,",,22.0,,2664,906,0.3400900900900901,2663,2249,0.8445362373263237,0
K011869.000,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1786.0,"Patrick in Prussia: or, love in a camp; a comic opera, in two acts, with all the original songs; as performed at the Theaters Royal, Covent Garden and Smock Alley. Being a sequel to The poor soldier. Written by John O'Keeffe, ...",,34.0,,8772,1780,0.2029183766529868,8771,6513,0.7425607114354121,0
K011906.000,,,,Free,"Wall, J.",,,,,,,,,,,,,,,,,,,,,,male,,,"Wall, J.",,,,,,"Wall, J.",1.0,1764.0,"Plain directions, &c. for the cure of the venereal disease: ... Sufficient to enable persons to cure themselves, ... Designed, chiefly to rescue the poor, ... from the destructive hands of unskillful apothecaries and quack-doctors. By J. Wall, surgeon.",,50.0,,8994,1888,0.20991772292639538,8993,6009,0.668186367174469,1
K012010.000,,,,Free,"Anderson, John, ca. 1730-1804.",,,,,,,,,,,,,,,,,,,,,,male,,,"Anderson, John, ca. 1730-1804.",,,,,,"Anderson, John, ca. 1730-1804.",1.0,1795.0,"A preliminary introduction to the act of sea-bathing: wherein is shown its nature, power, and importance; ... By John Anderson, ...",,28.0,,5613,1761,0.31373597006948156,5612,4697,0.8369565217391305,12
K012240.000,,,,Free,John Hill,"plant science, botany, mycology, pharmacy, geology",,,,,,,13281.0,,,Great Britain,,,"Makers of British botany, Plate 10 (John Hill).png",German Academy of Sciences Leopoldina,,"writer, translator, journalist, botanist, novelist",,,,,male,,,John Hill,,,,,,"Hill, John, 1714?-1775.",1.0,1765.0,"The power of water-dock against the scurvy: whether in the plain root or essence. With marks to know that disease in all its states; instances of its being mistaken for other disorders; and rules of life for those afflicted with it. By J. Hill, ...",,31.0,,5506,1272,0.2310207046857973,5505,4140,0.7520435967302452,0
